鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中和區,房地(土地+建物),新北市中和區景平路５３號六樓,18.25,住,,,1110302,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1050217,90.83,2,1,1,有,有,15500000,170648,,0.0,0,,RPTNMLKMLHHGFHF38EA,51.05,0.0,8.85,有,
永和區,房地(土地+建物),新北市永和區環河西路一段７５巷２４弄１５號,40.0,住,,,1110228,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0560405,44.65,4,2,2,有,無,6500000,145577,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLKMLHHGFHF78EA,44.65,0.0,0.0,無,
中和區,車位,新北市中和區中山路二段２９９、３０１號及其附號；３０３、３０５號及其附號，共計８８２戶之地下一層、地下二層,1.05,工,,,1110224,土地1建物1車位1,地下一層，地下二層,十二層,其他,停車空間,鋼筋混凝土造,0970114,18.939999999999998,0,0,0,有,有,1300000,,坡道機械,18.94,1300000,僅車位交易；,RPPNMLLMLHHGFHF08EA,0.0,0.0,0.0,有,0064
中和區,車位,新北市中和區中山路二段２９９、３０１號及其附號；３０３、３０５號及其附號，共計８８２戶之地下一層、地下二層,1.05,工,,,1110311,土地1建物1車位1,地下一層，地下二層,十二層,其他,停車空間,鋼筋混凝土造,0970114,18.939999999999998,0,0,0,有,有,950000,,坡道機械,18.94,950000,僅車位交易；,RPQNMLLMLHHGFHF18EA,0.0,0.0,0.0,有,0064
中和區,房地(土地+建物)+車位,新北市中和區建康路１８０號五樓,33.81,住,,,1101111,土地1建物1車位1,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1080225,277.31,4,2,3,有,有,34050000,134182,坡道平面,37.71,1900000,,RPSNMLLMLHHGFHF38EA,145.59,10.16,16.5,有,
永和區,房地(土地+建物),新北市永和區竹林路９１巷６０弄２５號五樓,20.44,住,,,1110305,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690807,77.28,3,2,1,有,無,4000000,51760,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPROMLLMLHHGFHF38EA,77.28,0.0,0.0,無,
永和區,土地,永安段264地號,27.75,都市：其他:道路用地,,,1110323,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4261178,153556,,0.0,0,包含公共設施保留地用地；,RPUQMLLJMHHGFHF68EA,0.0,0.0,0.0,無,0066
永和區,土地,民治段393地號,14.62,都市：其他:道路用地,,,1110324,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1190003,81396,,0.0,0,包含公共設施保留地用地；,RPVQMLLJMHHGFHF78EA,0.0,0.0,0.0,無,0067
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３３２巷５號五樓,13.94,工,,,1110228,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,1060118,122.59,2,1,1,有,有,14580000,118933,坡道平面,33.57,0,,RPQNMLKMLHHGFHF08EA,51.92,1.24,4.42,有,0068
中和區,土地,南工段491地號,6.07,都市：其他:道路用地,,,1110301,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,460000,75783,,0.0,0,包含公共設施保留地用地；,RPRNMLKMLHHGFHF18EA,0.0,0.0,0.0,無,
三重區,房地(土地+建物),新北市三重區重陽路一段１３０巷１８號三樓,16.51,住,,,1110225,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0631102,60.06,2,1,1,有,無,6000000,99900,,0.0,0,土地增值稅由買方負擔,RPXQMLLMLHHGFGF09EA,60.06,0.0,0.0,無,0069
三重區,房地(土地+建物)+車位,新北市三重區重新路五段６０９巷８號二樓,61.69,工,,,1110310,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0810118,462.71000000000004,0,0,0,無,有,40600000,91046,坡道平面,31.06,1300000,,RPORMLLMLHHGFGF28EA,348.1,0.0,0.0,有,
三重區,房地(土地+建物),新北市三重區自強路一段１６０巷２弄３３號三樓,23.12,住,,,1110220,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810120,70.99000000000001,3,2,2,有,無,8800000,123961,,0.0,0,其他增建；,RPQNMLKMLHHGFGF97EA,56.85,6.35,0.0,無,
三重區,房地(土地+建物),新北市三重區三和路三段１５１巷１３號三樓,34.5,住,,,1110123,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670526,93.84,3,2,2,有,無,10800000,115090,,0.0,0,陽台外推；其他增建；,RPRNMLLMLHHGFGF18EA,75.94,0.0,17.9,無,
三重區,房地(土地+建物)+車位,新北市三重區集賢路３５之１號十一樓,33.57,住,,,1110315,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980715,224.09,3,2,2,有,有,23500000,104869,坡道平面,49.37,0,,RPSNMLLMLHHGFGF28EA,111.77,2.9,6.06,有,
