鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
龜山區,房地(土地+建物),桃園市龜山區萬壽路二段７８９巷３弄２２號四樓,40.25,住,,,1110228,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690304,106.16,3,2,2,有,無,5400000,50867,,0.0,0,頂樓加蓋；,RPOSMLNLLHHGFHH68DA,106.16,0.0,0.0,無,058
桃園區,土地,埔子段埔子小段1913-215地號,41.0,都市：其他:道路用地,,,1110103,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,29268,,0.0,0,包含公共設施保留地用地；,RPVOMLTLLHHGFAH98EA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物)+車位,桃園市桃園區天祥五街２３號四樓之１,14.7,住,,,1110226,土地1建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880111,187.13,3,2,2,有,有,13500000,79729,坡道平面,36.61,1500000,含仲介費700000元；,RPSQMLTLLHHGFAH88EA,101.1,2.28,21.85,有,059
桃園區,房地(土地+建物)+車位,桃園市桃園區樹仁三街１３１巷２６弄１０號八樓,35.69,工,,,1110213,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1010618,119.44,2,2,1,有,有,8300000,69491,坡道平面,0.0,0,,RPQPMLKMLHHGFAH77EA,57.93,2.93,5.45,有,060
觀音區,房地(土地+建物),桃園市觀音區永吉街２２２號三樓之２,13.97,,工業區,丁種建築用地,1091127,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110106,56.730000000000004,2,0,2,有,有,2880000,50767,,0.0,0,分別拆分 土地1094400、建物1785600,RPSQMLSLLHHGFBH88EA,38.69,0.0,5.26,有,
觀音區,房地(土地+建物),桃園市觀音區永吉街２２２號三樓之３,13.97,,工業區,丁種建築用地,1091128,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110106,56.730000000000004,2,0,2,有,有,2880000,50767,,0.0,0,分別計價  土地1094400、建物1785600,RPTQMLSLLHHGFBH98EA,38.69,0.0,5.26,有,
觀音區,房地(土地+建物),桃園市觀音區永吉街２２２號四樓之２,13.97,,工業區,丁種建築用地,1091127,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110106,56.730000000000004,2,0,2,有,有,2880000,50767,,0.0,0,分別計價 土地1094400、建物1785600,RPUQMLSLLHHGFBH09EA,38.69,0.0,5.26,有,
觀音區,房地(土地+建物),桃園市觀音區永吉街２２２號四樓之１,14.06,,工業區,丁種建築用地,1091127,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110106,57.089999999999996,2,0,2,有,有,2880000,50447,,0.0,0,分別計價 土地1094400、建物1785600,RPVQMLSLLHHGFBH56EA,38.97,0.0,5.26,有,
觀音區,房地(土地+建物),桃園市觀音區永吉街２２２號三樓之１,14.06,,工業區,丁種建築用地,1091127,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110106,57.089999999999996,2,0,2,有,有,2880000,50447,,0.0,0,土地1094400、建物1785600,RPWQMLSLLHHGFBH66EA,38.97,0.0,5.26,有,
觀音區,房地(土地+建物),桃園市觀音區永吉街２２２號二樓之１,14.06,,工業區,丁種建築用地,1091127,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110106,57.089999999999996,2,0,2,有,有,2880000,50447,,0.0,0,分別計價 土地1094400、建物1785600,RPORMLSLLHHGFBH58EA,38.97,0.0,5.26,有,
