鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１３號十樓,23.77,住,,,1070705,土地1建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,160.54000000000002,2,2,2,有,有,22500000,171054,坡道平面,41.63,2160000,本案係預售屋,RPOVMLLLKHHGFEA67DA,65.09,6.11,6.42,有,
士林區,房地(土地+建物),臺北市士林區士東路５８號三樓,23.48,住,,,1110219,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740702,126.83,3,2,2,有,無,31500000,248364,,0.0,0,其他增建；,RPSNMLLLLHHGFEA37DA,108.73,0.0,10.36,有,098
北投區,房地(土地+建物),臺北市北投區致遠一路二段１０５號五樓,31.2,住,,,1110227,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660302,111.13,3,2,2,有,無,20000000,179969,,0.0,0,頂樓加蓋；其他增建；,RPRNMLLKLHHGFEA17DA,101.95,0.0,9.18,無,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷９號十二樓,19.85,住,,,1070910,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,138.31,2,1,1,有,有,18590000,167460,坡道平面,41.63,2400000,本案係預售屋,RPQQMLPLKHHGFEA77DA,53.32,1.77,8.03,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１５號十五樓,25.6,住,,,1070611,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,170.75,0,0,0,無,有,25190000,178826,坡道平面,41.63,2100000,本案係預售屋,RPORMLPLKHHGFEA67DA,69.32,6.44,8.52,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１５號十六樓,25.6,住,,,1070611,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,170.75,0,0,0,無,有,25190000,178826,坡道平面,41.63,2100000,本案係預售屋,RPPRMLPLKHHGFEA77DA,69.32,6.44,8.52,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號十二樓,25.34,住,,,1070910,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.26,3,2,2,有,有,24360000,173419,坡道平面,41.63,2400000,本案係預售屋,RPXNMLMJLHHGFEA77DA,69.82,6.41,6.42,有,
松山區,房地(土地+建物),臺北市松山區民生東路五段３６巷８弄２４號四樓,67.25,都市：其他:住宅用地(民生社區特定專用區)。,,,1110303,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0580527,119.55,4,2,2,有,無,31000000,259306,,0.0,0,陽台外推；,RPXTMLLMLHHGFDA48DA,119.55,0.0,0.0,無,
南港區,房地(土地+建物),臺北市南港區中坡北路９２號三樓之５,12.75,住,,,1110215,土地3建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851205,68.0,1,2,1,有,有,15880000,233529,,0.0,0,,RPQUMLLMLHHGFDA87DA,31.23,13.94,2.66,有,
松山區,房地(土地+建物),臺北市松山區民生東路五段３６巷６弄１１之１號,11.91,,,,1110310,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0670602,31.78,0,0,0,無,無,6000000,188798,,0.0,0,,RPSOMLKMLHHGFDA37DA,19.14,2.64,0.0,無,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段４５９號八樓之６,8.57,商,,,1110314,土地3建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0941006,52.4,3,1,1,有,有,20820000,397328,,0.0,0,,RPOPMLKMLHHGFDA07DA,31.77,0.0,1.78,有,
大安區,房地(土地+建物),臺北市大安區延吉街７０巷５弄１２號三樓,31.62,商,,,1110111,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,86.45,3,2,1,有,無,21000000,242915,,0.0,0,,RPWNMLLJMHHGFFA87EA,86.45,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區建國南路二段３３４巷８號,16.97,住,,,1110226,土地1建物1車位0,一層,二十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780221,161.52,3,2,2,有,有,50000000,309559,,0.0,0,,RPXNMLLJMHHGFFA97EA,127.22,23.58,0.0,有,099
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２３３號五樓之１３,4.14,商,,,1110207,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0711215,38.97,1,1,1,有,有,11000000,282268,,0.0,0,陽台外推；,RPPOMLLJMHHGFFA27EA,28.2,0.0,3.12,有,
大安區,房地(土地+建物),臺北市大安區延吉街２４１巷２弄９號六樓,23.47,都市：其他:第四種住宅區。,,,1110308,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710707,124.0,3,2,2,有,無,36000000,290323,,0.0,0,,RPPNMLQJMHHGFFA67EA,83.49,0.0,9.32,有,100
士林區,房地(土地+建物),臺北市士林區中山北路六段２９０巷７弄３９號二樓,48.72,住,,,1110303,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010320,237.75,3,2,2,有,有,45000000,189274,,0.0,0,,RPQRMLLMLHHGFEA67DA,117.92,14.35,13.1,有,
士林區,車位,基河路３００巷２１號等共有部分,0.15,住,,,1101126,土地1建物1車位1,,,其他,,,,30.21,0,0,0,有,有,2400000,,坡道平面,30.21,2400000,僅車位交易；,RPVNMLLJMHHGFEA57DA,0.0,0.0,0.0,有,
北投區,房地(土地+建物),臺北市北投區中央北路一段１８０巷１號三樓之１,22.75,商,,,1110325,土地2建物1車位0,三層,八層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0700831,112.23,3,2,2,有,有,16000000,142564,,0.0,0,,RPVOMLKMLHHGFEA77DA,79.91,0.0,12.48,有,
北投區,土地,關渡段一小段312地號,643.64,,,,1110328,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11682000,18150,,0.0,0,,RPPNMLTLLHHGFEA87DA,0.0,0.0,0.0,無,101
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２１６巷４０弄１８號二樓,30.56,住,,,1110124,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720602,130.03,3,2,2,有,有,34650000,266477,,0.0,0,陽台外推；其他增建；,RPSNMLNJLHHGFFA47DA,102.25,0.0,17.71,有,
大安區,房地(土地+建物),臺北市大安區信義路四段２６５巷３１弄７之３號,18.31,住,,,1110213,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670715,99.15,3,2,2,有,無,30000000,302572,,0.0,0,壹樓空地增建。平台外推。,RPQNMLOJLHHGFFA37DA,75.13,10.06,0.0,有,
大安區,土地,仁愛段三小段156地號,21.0,都市：其他:道路用地(公共設施用地)。48/3/13,,,1100624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1998990,95190,,0.0,0,包含公共設施保留地用地；,RPROMLSLLHHGFFA18DA,0.0,0.0,0.0,無,
大安區,土地,仁愛段三小段175地號,166.1,都市：其他:道路用地(公共設施用地)。61/3/27,,,1100624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15811059,95190,,0.0,0,包含公共設施保留地用地；,RPSOMLSLLHHGFFA28DA,0.0,0.0,0.0,無,
大安區,土地,仁愛段三小段554地號,20.0,都市：其他:道路用地(公共設施用地)。61/3/27,,,1100624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1903800,95190,,0.0,0,包含公共設施保留地用地；,RPTOMLSLLHHGFFA38DA,0.0,0.0,0.0,無,
大安區,土地,仁愛段四小段70地號,47.57,都市：其他:道路用地(公共設施用地)。48/3/13,,,1100624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5233176,110010,,0.0,0,包含公共設施保留地用地；,RPUOMLSLLHHGFFA48DA,0.0,0.0,0.0,無,
大安區,土地,仁愛段四小段389地號,402.14,都市：其他:道路用地(公共設施用地)。48/3/13,,,1100624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,44239421,110010,,0.0,0,包含公共設施保留地用地；,RPVOMLSLLHHGFFA58DA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區德行東路１９０巷５弄４號四樓,35.96,住,,,1101230,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671024,94.16,3,2,1,有,無,16000000,169924,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSPMLKMLHHGFEA57DA,80.56,0.0,13.6,無,
大安區,房地(土地+建物)+車位,臺北市大安區信義路二段６８號四樓之２,10.5,商,,,1110317,土地2建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,126.84,1,2,1,有,有,46300000,471576,坡道平面,34.49,2750000,,RPWNMLLMLHHGFFA97DA,54.44,2.82,5.4,有,
大安區,房地(土地+建物)+車位,臺北市大安區信義路二段６８號四樓之３,12.03,商,,,1110317,土地2建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,144.98,1,2,2,有,有,52420000,471385,坡道平面,40.14,3000000,,RPXNMLLMLHHGFFA08DA,61.06,1.77,7.83,有,
大安區,房地(土地+建物),臺北市大安區新生南路三段５４巷８號,22.0,住,,,1110225,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0770908,61.94,1,1,1,有,無,24200000,390701,,0.0,0,,RPVOMLKMLHHGFFA87DA,45.35,4.34,0.0,無,
文山區,房地(土地+建物),臺北市文山區木柵路一段５９巷３８號五樓,17.97,住,,,1110218,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,72.48,4,2,2,有,無,9380000,129415,,0.0,0,陽台外推；頂樓加蓋；,RPUNMLLJMHHGFAA17EA,55.39,0.0,10.73,無,
文山區,房地(土地+建物),臺北市文山區興隆路三段２０７巷１３弄１１號三樓,67.41,住,,,1110207,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710225,136.09,3,2,2,有,有,12880000,94643,,0.0,0,,RPTNMLQJMHHGFAA57EA,94.75,0.0,31.31,無,102
中正區,房地(土地+建物)+車位,臺北市中正區連雲街２６巷２１弄６號六樓,29.83,住,,,1110222,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950124,120.41,2,1,1,有,有,35000000,290674,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLLJMHHGFBA27EA,53.98,1.15,6.03,有,
大同區,房地(土地+建物),臺北市大同區環河北路二段２０５巷５號,92.0,住,,,1110219,土地1建物1車位0,全,二層,透天厝,,加強磚造,,136.53,4,3,3,有,無,28600000,209478,,0.0,0,建築物含有:防火巷，平台陽台外推頂樓加蓋；,RPWOMLLJMHHGFBA57EA,136.53,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區桂林路２４２巷１４號,27.08,住,,,1110307,土地1建物1車位0,全,二層,透天厝,,加強磚造,,50.14,3,3,2,有,無,4333334,86425,,0.0,0,含土地增值稅或其他稅費；親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLQJMHHGFBA37EA,50.14,0.0,0.0,無,
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路四段１８１巷３５弄６號二樓,41.58,住,,,1110304,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750903,207.12,3,2,2,有,有,37500000,181063,坡道平面,37.25,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLLJMHHGFFA57DA,182.84,0.0,15.18,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路一段４１１巷８２弄３號三樓,26.41,住,,,1110115,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730512,102.57,3,2,1,有,無,16380000,159696,,0.0,0,陽台外推；,RPSQMLLJMHHGFCA47EA,76.1,0.0,15.25,無,
中山區,房地(土地+建物),臺北市中山區農安街２巷１８號二樓,0.03,商,,,1110330,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0820723,0.15,0,0,0,無,無,25000,0,,0.0,0,,RPQOMLQJMHHGFCA57EA,0.0,0.0,0.0,有,103
內湖區,車位,臺北市內湖區新明路１４２之１２號,0.64,工,,,1110321,土地1建物1車位1,一層,十二層,其他,策略性產業〈２８組資訊服務業〉,鋼筋混凝土造,0970407,33.68,0,0,0,有,有,1500000,,坡道平面,0.0,1500000,僅車位交易；,RPQSMLLMLHHGFCA67EA,0.0,0.0,0.0,有,104
松山區,房地(土地+建物),臺北市松山區南京東路五段２３９號十四樓之２５,3.72,都市：其他:聯合開發區(捷)。,,,1110310,土地1建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,46.34,0,0,0,無,有,12000000,258956,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLMLLHHGFDA27EA,27.36,0.0,3.16,有,
中山區,車位,臺北市中山區農安街６號,2.3,商,,,1110321,土地1建物1車位2,一層,十四層,其他,商業用,鋼筋混凝土造,0980622,65.66,0,0,0,有,有,3600000,,坡道平面,65.66,3600000,僅車位交易；,RPUOMLQJMHHGFCA97EA,0.0,0.0,0.0,有,105
士林區,房地(土地+建物),臺北市士林區葫蘆街３９巷９號三樓,30.25,住,,,1110321,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620226,90.18,3,2,1,有,無,11200000,124196,,0.0,0,陽台外推；其他增建；,RPPOMLLJMHHGFEA17EA,90.18,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區中和街５２５巷７號五樓之７,11.8,住,,,1110305,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840811,54.089999999999996,3,2,1,有,有,5800000,107229,,0.0,0,建築物含有:其他增建露台增建,RPQOMLLJMHHGFEA27EA,22.24,13.81,2.18,有,106
信義區,車位,臺北市信義區松隆路１５９巷４７號,4.64,住,,,1110321,土地1建物1車位1,一層,十層,其他,見使用執照,鋼筋混凝土造,0890501,33.980000000000004,0,0,0,有,有,2550000,,坡道平面,33.98,2550000,僅車位交易；,RPSPMLMLLHHGFDA67EA,0.0,0.0,0.0,有,107
大安區,房地(土地+建物),臺北市大安區建國南路一段３４１巷３號九樓之１,4.54,住,,,1110121,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750520,32.25,3,2,2,有,有,8666000,268713,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPNMLLJMHHGFFA17EA,23.65,0.23,3.43,有,
大安區,房地(土地+建物),臺北市大安區信義路四段１８８號四樓之２,4.37,商,,,1110303,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850705,43.08,1,1,1,有,有,12660000,293872,,0.0,0,,RPQOMLNLKHHGFFA57EA,21.98,1.28,3.16,有,108
大安區,房地(土地+建物),臺北市大安區敦化南路一段３２９巷１２號三樓,24.21,住,,,1110213,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720221,138.41,3,2,1,有,有,41000000,296221,,0.0,0,陽台外推；,RPPPMLNLKHHGFFA57EA,99.31,0.0,17.67,有,
士林區,房地(土地+建物),臺北市士林區德行東路１３２巷７弄３號四樓,44.42,住,,,1110306,土地4建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710428,116.14,3,2,2,有,無,18000000,154985,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTQMLQJMHHGFEA28EA,109.18,0.04,6.93,無,
士林區,房地(土地+建物),臺北市士林區福港街２５９巷９弄４號五樓,24.87,住,,,1110220,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680904,62.75,2,2,1,有,無,11300000,180080,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPORMLQJMHHGFEA87EA,58.72,0.0,4.03,無,109
信義區,房地(土地+建物),臺北市信義區信安街３８號二樓,22.75,住,,,1110219,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661006,86.19,4,1,2,有,無,15000000,174034,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLQJMHHGFDA47EA,74.87,0.0,11.32,無,
松山區,車位,臺北市松山區興安街１５９號,0.2,住,,,1110323,土地1建物1車位1,一層,十層,其他,見使用執照,鋼筋混凝土造,0911011,12.24,0,0,0,有,有,1650000,,塔式車位,0.0,1650000,僅車位交易；,RPOPMLQJMHHGFDA57EA,0.0,0.0,0.0,有,110
松山區,房地(土地+建物),臺北市松山區南京東路五段３１６號十二樓之８,5.55,商,,,1110308,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780621,54.39,2,2,1,有,有,12480000,229454,,0.0,0,,RPPOMLRJMHHGFDA67EA,41.29,2.99,0.0,有,111
中山區,房地(土地+建物),臺北市中山區錦州街３０巷１１號九樓之１８,3.28,商,,,1110306,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680613,31.660000000000004,0,1,1,有,有,4880000,154138,,0.0,0,,RPPQMLRJMHHGFCA77EA,22.39,0.0,3.12,有,
松山區,房地(土地+建物),臺北市松山區八德路四段６５０號十一樓之３,3.87,商,,,1110226,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0951110,34.63,2,1,1,有,有,11350000,327751,,0.0,0,,RPRPMLMLLHHGFDA57EA,20.16,0.0,2.84,有,
中山區,房地(土地+建物),臺北市中山區林森北路２８９號五樓之１５,3.82,商,,,1110302,土地2建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660121,44.699999999999996,0,0,0,無,有,7500000,167785,,0.0,0,建築物含有:鐵窗外推,RPTOMLQJMHHGFCA87EA,33.48,0.0,5.07,有,
大安區,房地(土地+建物),臺北市大安區仁愛路四段３００巷２６弄２７號六樓,9.99,住,,,1110221,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730411,75.62,3,2,2,有,有,16000000,211584,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQJMHHGFFA87DA,57.49,0.0,7.42,有,
中山區,車位,臺北市中山區松江路７７巷２號,0.38,商,,,1110325,土地2建物1車位1,一層,十一層,其他,商業用,鋼筋混凝土造,0931224,32.28,0,0,0,有,有,2980000,,坡道平面,0.0,2980000,僅車位交易；,RPRRMLMLKHHGFCA57EA,0.0,0.0,0.0,有,112
萬華區,房地(土地+建物),臺北市萬華區開封街二段８０號五樓之１３,4.89,商,,,1110219,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0700217,50.17,0,0,0,無,無,6050000,120590,,0.0,0,陽台外推；,RPPQMLQJMHHGFBA57EA,29.87,0.0,12.09,有,
萬華區,房地(土地+建物),臺北市萬華區西園路二段２６１巷３４弄２號三樓,26.0,住,,,1110303,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0601114,51.24,3,1,1,有,無,6500000,126854,,0.0,0,頂樓加蓋有1房1廳1衛陽台外推；頂樓加蓋；,RPPOMLRJMHHGFBA47EA,51.24,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區武成街７號三樓,18.67,住,,,1110331,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0580106,47.69,3,2,2,有,無,5250000,110086,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLRJMHHGFBA77EA,41.48,0.0,6.21,無,113
中正區,車位,臺北市中正區信義路二段１號房屋地下三層,0.0,,,,1110302,土地0建物1車位1,地下三層,十七層,其他,防空避難室兼停車場,鋼筋混凝土造,0761228,34.2,0,0,0,有,有,2500000,,坡道平面,34.19,2500000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPPPMLLLLHHGFBA07EA,0.0,0.0,0.0,有,
大安區,房地(土地+建物),臺北市大安區安居街９巷１３號二樓,29.46,住,,,1110228,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680807,103.41,3,2,2,有,無,18600000,179867,,0.0,0,鐵鋁窗增建,RPSNMLSJLHHGFFA97DA,89.79,0.0,13.62,無,
北投區,房地(土地+建物),臺北市北投區溫泉路１３９號六樓之３６,15.27,都市：其他:特定休閒旅館住宅專用區。,,,1110314,土地4建物2車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661017,58.269999999999996,1,2,1,有,有,4700000,80659,,0.0,0,陽台外推；,RPPPMLKMLHHGFEA27DA,41.92,0.0,6.76,有,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３１５巷１０弄７之１號五樓,22.9,住,,,1110126,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960625,110.57,2,2,1,有,有,20200000,215276,升降平面,28.35,2500000,陽台加窗、陽台向外擴大加蓋陽台外推；其他增建；,RPWOMLPLLHHGFEA28DA,51.5,0.0,4.85,有,
士林區,房地(土地+建物)+車位,臺北市士林區天母東路８號六樓,77.87,商,,,1110124,土地2建物1車位3,六層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050920,670.0799999999999,3,2,5,有,有,264630000,431607,坡道平面,78.5,9300000,,RPVNMLTLLHHGFEA48DA,318.18,14.0,51.95,有,
士林區,房地(土地+建物),臺北市士林區克強路１０巷１９弄１６號五樓,35.9,住,,,1110309,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700108,133.09,3,3,2,有,無,24080000,180930,,0.0,0,儲藏室*1、更衣室*1、建物向外加蓋陽台陽台外推；頂樓加蓋；其他增建；,RPUOMLLJMHHGFEA57DA,109.59,0.0,15.77,無,
士林區,房地(土地+建物),臺北市士林區大南路４００號四樓,25.23,住,,,1110311,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721006,105.56,4,2,2,有,無,16600000,157257,,0.0,0,陽台外推；,RPPNMLMJMHHGFEA07DA,98.23,0.0,7.33,無,114
大安區,車位,臺北市大安區建國南路一段２１２巷５３號,0.82,住,,,1110329,土地1建物1車位1,一層,九層,其他,住家用,鋼筋混凝土造,0930108,38.56,0,0,0,有,有,3460000,,坡道平面,0.0,3460000,僅車位交易；,RPPNMLRJMHHGFFA77EA,0.0,0.0,0.0,有,115
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３１５巷１０弄７號八樓之１,33.1,住,,,1110311,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960625,143.4,3,2,2,有,有,27900000,220774,坡道平面,28.35,2500000,陽台外推；,RPSQMLLKLHHGFEA57DA,73.79,0.0,7.89,有,
北投區,房地(土地+建物),臺北市北投區中和街２０巷７０號四樓,35.13,住,,,1110227,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690801,127.86999999999999,4,2,2,有,無,13810000,108000,,0.0,0,陽台外推；其他增建；,RPPNMLMKLHHGFEA07DA,94.85,0.0,15.03,無,
士林區,房地(土地+建物),臺北市士林區德行東路１０９巷１０６號七樓,28.26,住,,,1110226,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731212,136.51,3,2,2,有,無,27700000,202916,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPRNMLMKLHHGFEA27DA,97.73,0.0,17.18,有,
信義區,房地(土地+建物),臺北市信義區松德路２０５號,20.06,住,,,1110313,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710326,99.09,2,2,1,有,有,20500000,206883,,0.0,0,其他增建；,RPPOMLTLLHHGFDA87DA,62.02,7.9,0.0,有,
南港區,房地(土地+建物),臺北市南港區舊莊街一段２１２巷１８號五樓,30.13,住,,,1110227,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050325,65.44,2,1,2,有,有,11600000,177262,,0.0,0,,RPQOMLLJMHHGFDA07DA,36.24,0.0,2.96,有,
松山區,房地(土地+建物)+車位,臺北市松山區健康路４１８號三樓之１,28.46,住,,,1110323,土地2建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000706,303.42,4,2,2,有,有,71000000,233999,坡道平面,0.0,0,,RPUOMLLJMHHGFDA47DA,163.67,5.57,18.62,有,
南港區,車位,臺北市南港區東明街５３號地下三層,1.1,住,,,1110312,土地1建物1車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0971110,41.94,0,0,0,有,有,1450000,,坡道平面,41.94,1450000,僅車位交易；,RPQNMLQJMHHGFDA47DA,0.0,0.0,0.0,有,116
南港區,車位,臺北市南港區東明街５３號地下三層,1.1,住,,,1110312,土地1建物1車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0971110,41.94,0,0,0,有,有,1450000,,坡道平面,41.94,1450000,僅車位交易；,RPRNMLQJMHHGFDA57DA,0.0,0.0,0.0,有,116
南港區,車位,臺北市南港區興華路６４巷１１號地下三層,1.2,住,,,1110312,土地1建物1車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0971030,48.3,0,0,0,有,有,1450000,,坡道平面,48.3,1450000,僅車位交易；,RPSNMLQJMHHGFDA67DA,0.0,0.0,0.0,有,118
南港區,房地(土地+建物)+車位,臺北市南港區南港路三段１６巷７之１號,34.49,工,,,1110314,土地3建物1車位2,一層,十二層,廠辦,商業用,鋼筋混凝土造,0980220,193.76,4,2,2,有,有,33000000,170314,坡道機械,0.0,0,其他增建；,RPVNMLQJMHHGFDA97DA,100.73,0.01,15.02,有,
松山區,房地(土地+建物)+車位,臺北市松山區南京東路三段３４６之５號十二樓,47.33,住,,,1110221,土地2建物2車位2,十二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0670120,350.36,0,0,0,無,有,66000000,188378,坡道平面,0.0,7000000,,RPXNMLQJMHHGFDA18DA,291.99,0.0,0.0,有,
